firm year DPS_Dummy risk growth mb size cash lev cr re roa tax fix age liquid
223 2011 1 1.3035 0.26 2.4065 12.7209 0.0838 0.7954 1.0243 0.0383 0.123 0.0221 0.1858 3.8501 0.2334
223 2012 1 0.6219 0.6842 1.4396 13.1483 0.0351 0.6394 1.251 0.0829 0.0312 0.1865 0.3045 3.8712 1.0711
223 2013 1 0.2933 0.9871 1.3864 14.0498 0.0165 0.814 1.1028 0.2642 0.0514 0.2057 0.1294 3.8918 0.3668
223 2014 0 9.274 -0.1439 1.2415 13.4907 0.0237 0.8252 0.961 -0.3693 -0.066 0 0.2284 3.912 0.3708
223 2015 0 -0.8376 -0.0621 1.4877 13.5741 0.0234 0.8548 0.9513 -0.5166 -0.0156 0 0.2102 3.9318 0.2339
223 2016 1 2.0766 0.1827 1.5465 13.6719 0.1775 0.5645 1.4445 2.6005 0.1487 0.1352 0.1932 3.9512 0.8346
224 2010 1 0.5611 0.532 1.5226 13.5686 0.0992 0.7877 1.073 0.6206 0.1285 0.1824 0.1043 3.5553 0.1026
224 2011 1 0.5597 1.0163 2.7656 13.4985 0.0993 0.6703 1.2763 0.5062 0.1705 0.1831 0.1229 3.5835 0.0418
224 2012 1 0.3582 -0.4451 2.0668 13.611 0.2299 0.7547 1.111 0.4027 0.0908 0.1524 0.1186 3.6109 0.2871
224 2013 1 0.3138 0.3199 2.1841 13.643 0.1214 0.7088 1.0006 0.5126 0.1381 0.1451 0.2016 3.6376 0.0876
224 2014 0 2.8102 0.3205 1.6049 14.084 0.203 0.8902 0.8109 0.1685 -0.0294 0 0.2204 3.6636 0.0243
224 2015 0 -1.5372 -0.1698 1.2616 14.424 0.1225 0.7505 0.7658 -0.0951 0.0012 0 0.3457 3.6889 0.0465
224 2016 0 1.1399 0.5659 0.4495 14.2057 0.0163 1.0866 0.727 -0.5012 0.014 0 0.2052 3.7136 -0.1342
225 2009 0 -2.5776 -0.3915 1.3462 10.8146 0.0324 1.123 0.8776 1.5392 -0.1714 0 0.0612 3.2581 0.1522
226 2014 1 -5.8382 0.8432 1.0701 11.5559 0.0186 0.8115 0.8047 0.497 0.0105 0 0.2698 3.8712 0.032
226 2015 1 0.4662 0.0339 1.0092 12.7147 0.0022 0.9347 0.8021 0.5438 0.0066 0 0.2226 3.8918 0.0072
226 2016 1 0.9875 1.3806 1.1554 12.6887 0.0165 0.9336 0.8738 0.7736 0.0012 0 0.2101 3.912 0.0062
227 2012 1 0.0384 0.0465 2.5336 14.1359 0.2443 0.4354 1.3428 0.5757 0.2762 0.2058 0.4255 2.1972 0.5267
227 2013 1 0.3543 0.1068 2.8044 14.4322 0.0395 0.3388 1.477 0.4243 0.2181 0.1882 0.4992 2.3026 0.7749
227 2014 1 0.3124 0.1731 1.346 14.7411 0.0187 0.5875 0.8546 0.3077 0.126 0.0435 0.6281 2.3979 0.2146
228 2011 1 0.3225 0.1087 1.0521 13.1873 0.0817 0.6609 1.0818 0.2032 0.0779 0.1349 0.1734 3.9512 0.0549
228 2012 1 0.2933 0.0622 1.0226 13.1478 0.0818 0.6083 1.1484 0.2666 0.1235 0.1396 0.16 3.9703 0.0797
228 2013 1 0.3624 0.4826 1.643 13.3452 0.0351 0.6256 1.217 0.3663 0.1711 0.131 0.1205 3.989 0.683
228 2014 1 0.3764 0.0603 1.2271 13.5856 0.0248 0.7253 1.1093 0.321 0.078 0.1178 0.0984 4.0073 0.6807
228 2015 1 1.1755 -0.1059 1.3318 13.4812 0.0324 0.706 1.0951 0.0742 0.012 0 0.116 4.0254 0.3372
228 2016 0 0.5407 0.0101 1.595 13.5002 0.0342 0.7337 1.058 -253.8301 0.0051 0 0.1082 4.0431 0.5115
229 2015 0 -1.2954 -0.1675 1.6584 12.1527 0.0113 1.5309 0.8123 1.1582 -0.2129 0 0.125 3.434 0.0345
229 2016 0 -0.2462 -0.4949 0.3626 11.4933 0.0545 2.8637 0.3897 -0.0755 -0.5855 0 0.1246 3.4657 -0.0019
230 2009 1 0.2239 0.185 1.4135 14.0613 0.0126 0.6952 1.2291 0.7177 0.1653 0.2239 0.1835 2.3979 0.0352
230 2010 1 0.4649 0.0892 1.7118 14.2428 0.0096 0.7202 1.1962 0.4871 0.1393 0.2217 0.1752 2.4849 0.0595
230 2011 1 0.0794 0.1369 1.4324 14.4936 0.0168 0.7619 1.1135 0.5311 0.1213 0.2228 0.1835 2.5649 0.0075
230 2012 1 0.0772 0.3644 1.2129 14.8142 0.0587 0.8158 1.0211 0.5599 0.0982 0.2258 0.1956 2.6391 0.0079
230 2013 1 0.0969 0.8022 1.2356 15.2536 0.0263 0.7613 1.1206 0.6626 0.1452 0.2288 0.1743 2.7081 0.0926
230 2014 1 0.4951 -0.0808 1.2313 15.3897 0.007 0.823 1.0344 0.4912 0.061 0.2284 0.1664 2.7726 0.0305
230 2015 1 0.018 0.2241 1.5054 15.4859 0.0373 0.8172 0.9838 0.4337 0.071 0.2298 0.2062 2.8332 0.0354
230 2016 1 0.1784 0.0775 1.7554 15.6266 0.0659 0.8247 0.977 0.9576 0.0795 0.2105 0.2103 2.8904 0.0164
231 2009 1 0.8874 -0.1348 1.0514 13.7013 0.028 0.5816 1.1031 0.239 0.05 0.2434 0.3628 3.2189 0.0098
231 2010 1 0.3996 0.1534 0.9365 13.6645 0.0126 0.5323 1.2884 0.2937 0.0929 0.2339 0.333 3.2581 0.033
231 2011 1 0.1517 0.0394 1.0477 13.7184 0.0138 0.5697 1.2948 0.2727 0.0712 0.2121 0.2829 3.2958 0.034
231 2012 1 0.0553 0.2924 0.9373 13.8676 0.0342 0.6354 1.2434 0.2606 0.0662 0.2348 0.2218 3.3322 0.0254
231 2013 1 0.0206 0.183 1.1862 13.9895 0.0453 0.515 1.6284 0.2529 0.0911 0.2207 0.1806 3.3673 0.147
231 2014 1 0.0356 0.2285 1.1045 14.1028 0.0263 0.5394 1.6169 0.2838 0.0855 0.2216 0.1521 3.4012 0.0611
231 2015 1 0.6422 -0.1528 1.07 14.1172 0.0372 0.6067 1.4428 0.1691 0.0319 0.2252 0.1482 3.434 0.0275
231 2016 1 0.3295 0.2307 1.2848 14.275 0.0417 0.6466 1.3915 3.5029 0.0434 0.2567 0.1266 3.4657 0.1298
232 2009 1 0.0238 0.051 0.9161 13.0266 0.0193 0.7077 1.3296 0.2269 0.0468 0.2016 0.404 3.5835 0.0013
232 2010 1 0.5193 0.1151 0.9711 12.9341 0.0124 0.7148 0.9045 0.1322 0.0237 0.2186 0.371 3.6109 0.0181
232 2011 1 0.7408 0.1955 1.0258 12.9501 0.0337 0.7462 0.9451 0.0402 0.0072 0.1271 0.303 3.6376 0.0512
232 2012 1 0.9683 0.4575 0.9664 12.9769 0.0528 0.7486 1.4973 0.0565 0.038 0.225 0.2458 3.6636 0.0102
232 2013 1 1.0867 0.6006 2.1675 13.2085 0.0174 0.6027 1.7484 0.5265 0.23 0.2086 0.1975 3.6889 0.105
232 2014 1 0.0487 0.0112 1.669 13.2534 0.009 0.6262 1.6437 0.5188 0.2053 0.2232 0.1927 3.7136 0.3004
232 2015 1 0.3289 -0.1384 1.6943 13.1801 0.0085 0.6765 1.3084 0.4017 0.1375 0.2216 0.1657 3.7377 0.0878
232 2016 1 0.0155 0.1029 4.0551 13.074 0.0129 0.6622 1.2893 1.5025 0.1495 0.2225 0.1572 3.7612 0.1244
233 2009 0 -0.2973 -0.0345 1.184 12.1532 0.0105 0.8954 0.6356 -1.7712 -0.0205 0 0.4428 2.8904 0.0964
233 2010 0 -0.3143 0.2783 1.1578 12.316 0.0097 0.9357 0.7823 -2.8293 -0.011 0 0.3684 2.9444 0.2417
233 2011 0 -0.9798 -0.1388 1.2828 12.4552 0.001 0.9967 0.7473 -64.2432 -0.0527 0 0.3574 2.9957 0.7702
233 2012 0 -1.7811 0.8393 1.1683 12.4953 0.0204 0.991 0.723 -21.9167 0.0058 0 0.3613 3.0445 0.4181
233 2013 0 0.8796 0.5612 1.4863 12.6913 0.0323 0.7821 0.9686 -0.6241 0.0449 0 0.309 3.091 2.354
233 2014 1 0.1603 0.1569 0.9797 13.3857 0.0274 0.5327 0.9262 0.0127 0.0755 0.0345 0.5323 3.1355 0.4602
233 2015 1 1.2849 -0.095 0.9929 13.4945 0.0148 0.5818 0.8589 0.0101 0.0031 0 0.5587 3.1781 1.8228
233 2016 0 0.5762 0.2258 1.0503 13.5643 0.0274 0.6131 0.7817 470.4641 0.0073 0 0.5931 3.2189 1.6738
234 2009 1 0.0383 0.022 1.1738 12.9376 0.0934 0.5687 1.0049 0.2514 0.0933 0.225 0.2225 3.4965 0.0114
234 2010 1 0.0087 0.1606 1.1298 13.0868 0.0948 0.6059 0.9511 0.2888 0.0814 0.225 0.4724 3.5264 0.0453
234 2011 1 0.7169 0.0473 0.8475 13.1465 0.0586 0.5411 1.4003 0.1846 0.0376 0.2381 0.4849 3.5553 0.2881
234 2012 1 0.3952 0.4503 1.0435 13.3503 0.128 0.5958 1.2132 0.224 0.0545 0.1922 0.3647 3.5835 0.5442
234 2013 1 1.2999 -0.2518 2.4051 13.6667 0.0605 0.7597 1.1195 0.0432 0.0016 0.2333 0.2309 3.6109 0.0718
234 2014 1 0.1571 0.3447 1.3544 13.8738 0.0489 0.8066 1.037 0.0332 0.0017 0.2252 0.2066 3.6376 0.0723
234 2015 0 0.7615 -0.2209 1.3 14.0404 0.0221 0.8518 0.9587 -0.0678 4e-04 0.2247 0.2105 3.6636 0.0026
234 2016 0 -1.4188 -0.7396 0.5296 13.6411 0.0277 1.1889 0.5158 -0.5044 -0.4003 0 0.4004 3.6889 -0.0187
235 2009 0 0.1453 0.2167 1.2313 12.5871 0.0576 0.7128 1.9936 -0.2104 0.168 0 0.2934 3.8712 0.0649
235 2010 1 0.0606 0.1022 1.1347 12.728 0.0451 0.623 1.5347 0.1888 0.1338 0.1555 0.3051 3.8918 0.2233
235 2011 1 0.187 0.3101 1.4978 12.8413 0.0439 0.6142 1.5456 0.2817 0.0811 0.1153 0.2647 3.912 0.2353
235 2012 1 0.1763 0.3249 1.247 12.9973 0.0226 0.6576 1.3108 0.2929 0.1006 0.0186 0.2909 3.9318 0.3087
235 2013 1 0.076 0.1736 1.3514 13.2886 0.0334 0.6177 1.0294 0.3106 0.103 0.0033 0.341 3.9512 0.4364
235 2014 1 0.4545 0.0031 1.3059 13.3398 0.0167 0.6764 1.0118 0.1973 0.0503 0.1599 0.3159 3.9703 0.4433
235 2015 1 0.7634 -0.1666 1.013 13.4192 0.0271 0.5042 1.3413 0.322 0.1551 0.1531 0.3406 3.989 0.015
235 2016 0 1.8024 0.1512 1.4016 13.4188 0.0428 0.5185 1.3124 4.2523 -0.031 0 0.3341 4.0073 0.0533
236 2011 1 0.0148 0.2463 2.0108 13.0734 0.0213 0.4385 1.7322 0.3751 0.2113 0.1804 0.3829 3.1355 0.2925
236 2012 1 0.4733 0.7981 1.2834 13.405 0.0377 0.4303 1.8768 0.5579 0.304 0.2039 0.3263 3.1781 0.3693
236 2013 1 0.3314 0.5235 2.3347 14.1516 0.0297 0.5078 1.3173 0.672 0.3212 0.1562 0.2091 3.2189 0.3826
236 2014 1 0.1849 -0.1051 1.7146 14.1761 0.0219 0.507 1.1325 0.4857 0.241 0.1508 0.2041 3.2581 0.0325
236 2015 1 0.7 -0.3229 1.2949 14.2335 0.0104 0.5364 1.0852 0.246 0.1282 0.1178 0.1742 3.2958 0.0618
236 2016 1 0.4337 0.1856 1.8102 14.2437 0.0306 0.4908 1.3248 2.4827 0.1019 0.1393 0.1595 3.3322 0.169
237 2014 1 0.3431 -0.1196 1.4614 13.1048 0.0573 0.7467 0.6371 0.779 0.089 0.1999 0.0693 3.2581 0.181
237 2015 1 1.3949 -0.2849 0.8988 13.2781 0.0475 0.7708 0.5767 0.2574 0.002 0 0.1392 3.2958 0.7977
237 2016 0 -1.4964 0.1329 1.5468 13.1487 0.0743 0.5952 0.9217 -4.4759 -0.0828 0 0.2022 3.3322 1.2614
238 2009 1 1.4794 1.0702 2.1538 14.3119 0.1041 0.6473 1.1646 0.6298 0.2056 0.1383 0.1186 3.8067 0.2508
238 2010 1 0.1239 0.1878 3.0094 14.4873 0.0751 0.4725 1.5117 0.5571 0.3184 0.0897 0.2549 3.8286 0.4027
238 2011 1 0.2918 0.5174 1.3848 14.8383 0.0873 0.2593 3.1315 0.4983 0.3245 0.0853 0.0986 3.8501 0.8888
238 2012 1 0.2092 0.2531 2.0339 14.9351 0.1466 0.1762 4.1433 0.5886 0.397 0.0803 0.1028 3.8712 0.5043
238 2013 1 0.2826 0.1544 0.9405 15.4458 0.0852 0.147 4.1357 0.4948 0.3366 0.0662 0.287 3.8918 0.6054
238 2014 1 0.5342 -0.2835 1.2902 15.5536 0.03 0.323 1.9319 0.2338 0.1363 0.0383 0.2604 3.912 0.2379
238 2015 1 1.0464 0.1608 1.1312 15.4434 0.0197 0.3392 1.7079 0.1235 0.0227 0.0087 0.2959 3.9318 0.2096
238 2016 1 1.1192 0.197 2.9464 15.6026 0.0308 0.2716 2.3507 1.4285 0.1669 0.0234 0.2795 3.9512 0.2132
239 2009 0 -1.9617 -0.1628 0.8403 13.5994 0.0051 0.5821 0.9184 0.1825 -0.0231 0 0.0472 3.6109 0.1185
239 2010 0 -0.2828 0.0787 0.941 13.7453 0.006 0.6423 0.9742 0.1747 -0.0299 0 0.0392 3.6376 0.3416
239 2011 0 -0.0667 0.2461 0.9206 13.7926 0.0156 0.6879 0.8755 0.0979 -0.026 0 0.066 3.6636 0.1977
239 2012 0 2.199 0.731 1.177 13.9076 0.0219 0.6177 1.2248 0.3435 0.106 0.1775 0.0741 3.6889 0.6011
239 2013 1 0.2261 0.6543 1.285 14.0771 0.0157 0.5538 1.1962 0.5251 0.1236 0.1584 0.0698 3.7136 2.0682
239 2014 1 0.6706 -0.2702 1.0552 14.0986 0.0096 0.5689 1.1351 0.519 0.0431 0.0961 0.1099 3.7377 1.1252
239 2015 1 0.2423 -0.1572 1.2369 14.0837 0.0267 0.5641 1.1017 0.5172 0.0311 0.0587 0.1104 3.7612 1.3075
239 2016 0 0.0899 0.1322 1.865 14.1634 0.0138 0.5891 1.0647 0.8151 0.0325 0.1321 0.0999 3.7842 0.3002
240 2010 1 0.7978 0.2752 1.3253 10.2269 0.0109 0.5715 2.3352 0.5171 0.1609 0.2251 0.1557 3.7136 0.3838
240 2011 1 0.6818 0.0116 2.0657 10.3521 0.0064 0.5307 2.3739 0.2602 0.0992 0.225 0.1657 3.7377 1.9813
240 2012 1 0.3296 0.3873 1.1749 10.6715 0.1105 0.4687 2.739 0.2689 0.1159 0.225 0.1698 3.7612 4.4143
240 2013 1 0.1554 0.7856 2.0362 11.1566 0.0405 0.3474 3.7476 0.3058 0.1719 0.1925 0.1832 3.7842 3.2763
240 2014 1 0.147 0.0467 2.2061 11.247 0.1042 0.36 3.6331 0.3382 0.1933 0.2 0.2472 3.8067 1.9251
240 2015 1 0.938 0.0055 1.8017 11.6388 0.3272 0.288 4.4423 0.0361 0.0659 0.1162 0.1879 3.8286 2.01
240 2016 1 0.5848 0.3371 5.089 11.8803 0.1266 0.3631 3.0702 5.6715 0.1249 0.1314 0.1381 3.8501 1.5725
241 2015 1 0.6756 -0.1529 3.6857 14.1132 0.0879 0.4382 0.6071 0.2156 0.0984 0 0.5701 3.3673 0.0822
241 2016 1 0.5513 0.1089 2.6724 14.2035 0.0675 0.1375 2.3372 8.1794 0.0793 0 0.5862 3.4012 0.0246
242 2009 1 0.1533 0.1387 0.9591 13.8384 0.0839 0.5009 1.1843 0.4614 0.0887 0.17 0.2551 3.9512 0.0711
242 2010 1 0.0135 0.1831 1.0267 14.2008 0.0321 0.65 0.8163 0.4655 0.0629 0.221 0.1724 3.9703 0.0726
243 2009 0 -0.4827 -0.0806 1.2865 13.0731 0.0117 1.0499 0.8678 6.4772 -0.1822 0 0.0546 3.6889 0.06
243 2010 0 -0.118 0.0793 1.4846 13.0302 0.0561 1.3108 0.7188 1.9179 -0.2248 0 0.0519 3.7136 0.2026
243 2011 0 -0.1068 -0.2719 2.1032 12.7682 0.1039 1.9378 0.657 1.3953 -0.34 0 0.0572 3.7377 0.1118
243 2012 0 -0.131 0.7037 2.3101 12.8962 0.0853 2.0775 1.2696 1.3027 -0.2486 0 0.0562 3.7612 0.159
243 2013 0 -1.3281 0.8009 1.9244 13.87 0.408 1.0588 1.0703 9.5393 -0.013 0 0.0245 3.7842 1.7339
243 2014 0 3.2527 1.4597 1.2605 14.4809 0.0271 0.3553 1.1486 -0.3822 0.058 0 0.6435 3.8067 0.7982
243 2015 0 1.5026 -0.5409 1.1583 14.5001 0.0961 0.3694 1.0191 -0.3861 -0.0018 0 0.6314 3.8286 1.3083
243 2016 0 7.0711 0.5814 0.8712 14.634 0.1844 0.4541 1.0118 -3.4747 0.0025 0 0.5507 3.8501 1.3832
244 2009 0 -1.9628 0.0093 1.2492 12.2518 0.0189 1.0639 0.7826 3.3384 -0.1977 0 0.1942 3.6636 0.275
244 2010 0 -1.4245 0.235 1.2301 12.2962 0.0528 1.0726 0.9473 2.9713 7e-04 0 0.1772 3.6889 0.0138
244 2011 0 1.1068 0.4205 1.0533 12.5252 0.0259 0.9462 1.1044 -3.1165 0.0044 0 0.1552 3.7136 0.0284
244 2012 0 0.0918 0.0821 1.1716 12.6266 0.0062 0.8245 1.1699 -0.8952 0.0119 0 0.1283 3.7377 0.1813
244 2013 0 0.3722 0.0797 1.4097 12.5678 0.0279 0.8139 1.2013 -0.8955 0.0072 0 0.1205 3.7612 1.1815
244 2014 0 -2.3142 0.4808 0.8294 13.3669 0.012 0.6198 1.1131 -0.3271 -0.0435 0 0.3937 3.7842 2.4341
244 2015 0 -0.024 -0.1344 1.3257 13.3664 0.0319 0.6726 0.9693 -0.5418 -0.0455 0 0.4258 3.8067 2.307
244 2016 0 -0.8586 0.5237 0.9888 13.4822 0.0065 0.7338 0.987 -2.442 -0.0097 0 0.3819 3.8286 2.8509
245 2011 1 1.1663 1.1533 2.2953 14.0038 0.044 0.7577 1.2554 0.6051 0.1132 0.1736 0.1181 3.7612 0.3085
245 2012 1 0.1293 0.671 1.5132 14.4769 0.0096 0.7651 1.221 0.7462 0.1118 0.1966 0.1016 3.7842 0.1304
245 2013 1 0.1588 0.1377 1.6311 14.8719 0.0042 0.7794 1.2143 0.6533 0.0944 0.1237 0.1036 3.8067 0.8365
245 2014 1 0.0764 0.1062 1.3509 14.9396 0.011 0.8026 1.136 0.6379 0.0983 0.1363 0.094 3.8286 0.6296
246 2014 1 0.231 -0.1003 1.0403 13.8171 0.0497 0.7151 1.3887 0.6632 0.1477 0.234 0.008 4.0943 1.2612
246 2015 1 0.2841 0.2101 1.4278 13.9332 0.0229 0.6873 1.398 0.5618 0.1362 0.2338 0.0063 4.1109 0.2994
246 2016 1 0.1131 0.0049 2.441 13.937 0.181 0.599 1.6642 0.7799 0.1568 0.233 0.0056 4.1271 0.0601
247 2014 1 0.8381 0.0166 0.9414 17.1799 0.0905 0.8117 0.9573 0.2656 0.0175 0.0014 0.2339 3.6636 0.0348
247 2015 1 0.4341 -0.5712 1.0166 17.0508 0.0251 0.7836 0.9985 0.2702 0.0106 0.0143 0.2053 3.6889 0.1204
247 2016 1 0.3323 -0.2509 1.1708 17.0638 0.0206 0.7818 1.0222 2.4303 0.0168 0.0052 0.1764 3.7136 0.0839
248 2016 1 0.5559 0.4446 9.5957 13.0675 0.1662 0.2791 2.4565 0.5372 0.3686 0 0.2198 2.1972 0.4743
249 2009 1 0.0404 0.1369 1.387 13.627 0.0431 0.5946 1.3843 0.6069 0.1357 0.2157 0.1521 3.7842 0.0575
249 2010 1 0.4541 -0.0969 1.4816 13.8028 0.0108 0.625 1.1787 0.3031 0.117 0.141 0.2103 3.8067 0.2725
249 2011 1 0.4243 0.2286 1.1795 13.861 0.0212 0.6701 1.1371 0.2436 0.0594 0.1538 0.1891 3.8286 0.0752
249 2012 1 0.0931 -0.1391 1.0104 13.7643 0.0329 0.6949 1.0701 0.0894 0.0572 0.0462 0.2052 3.8501 0.0726
249 2013 1 1.0144 0.954 2.2331 13.962 0.0695 0.5077 1.5681 0.5368 0.2858 0.167 0.1566 3.8712 0.3635
249 2014 1 0.0929 0.1201 1.6094 14.2702 0.0038 0.5369 1.5753 0.6382 0.2395 0.1491 0.113 3.8918 0.2971
249 2015 1 0.1027 0.009 1.5031 14.3969 0.0052 0.5957 1.4278 0.6349 0.1825 0.1355 0.0979 3.912 0.0862
249 2016 1 0.1341 0.0864 3.7081 14.6433 0.0039 0.6338 1.3554 0.4181 0.1726 0.1084 0.0818 3.9318 0.0384
250 2009 0 -0.3129 0.0308 1.6643 13.1318 0.0164 1.4213 0.5916 2.141 -0.2818 0 0.1389 2.5649 0.3794
250 2010 0 -0.2899 0.4077 2.6552 12.7391 0.0157 2.2096 0.2773 1.5885 -0.2756 0 0.1466 2.6391 0.824
250 2011 0 -0.0509 0.7017 3.4116 12.5761 0.0474 3.0604 0.2392 1.4066 -0.3017 0 0.1518 2.7081 0.8483
250 2012 0 -0.1603 -0.0175 3.1033 12.8383 0.0022 2.7733 0.2687 1.3635 -0.1848 0 0.1014 2.7726 0.288
250 2013 0 7.9365 0.2993 3.1714 13.131 0.0027 2.1287 0.385 1.4262 0.1977 0 0.066 2.8332 0.0769
250 2014 0 0.3164 0.1101 1.0108 13.2581 0.2082 0.2195 3.5176 0.4501 0.1105 0 0.0512 2.8904 0.3264
250 2015 0 0.49 0.3084 1.6262 13.3834 0.0317 0.108 6.3444 0.5725 0.2008 0 0.0973 2.9444 0.3049
250 2016 0 0.4279 -0.2006 3.7758 13.4532 0.0805 0.079 9.822 0.5717 0.1001 0 0.0932 2.9957 0.0975
251 2009 1 0.0814 0.4377 0.7337 16.3719 0.0302 0.4421 1.4648 0.3313 0.1103 0 0.0463 4.0431 0.1791
251 2010 1 0.4392 0.1211 1.0645 16.7557 0.0628 0.5171 1.0855 0.4737 0.1428 0 0.0356 4.0604 0.4887
251 2011 1 0.1166 -0.0948 0.87 16.7551 0.0355 0.5018 1.117 0.4895 0.1213 0 0.0371 4.0775 0.352
251 2012 1 0.297 -0.265 0.6859 16.9254 0.0564 0.4661 1.2014 0.4821 0.0962 0 0.0239 4.0943 0.1954
251 2013 1 0.0164 -0.0948 0.9654 16.7919 0.0199 0.3291 1.6993 0.5084 0.1124 0 0.0038 4.1109 0.6509
251 2014 1 0.0505 -0.931 0.8662 16.7422 0.0346 0.2896 2.1268 0.554 0.11 0 0.004 4.1271 0.635
251 2015 1 0.0544 7.8155 1.1735 16.7341 0.0151 0.3225 1.1762 0.5286 0.1027 0 0.0164 4.1431 0.5808
251 2016 1 0.2431 -0.0599 1.624 16.5695 0.0105 0.1979 2.1402 0.7587 0.0856 0 0.0157 4.1589 0.1214
252 2014 1 0.1441 0.1662 2.1714 15.2392 0.0911 0.5015 1.6734 0.628 0.311 0.0828 0.1823 3.8501 0.3054
252 2015 1 0.0197 -0.0329 2.4408 15.4246 0.0539 0.5309 1.614 0.6716 0.2655 0.1042 0.146 3.8712 0.069
252 2016 1 0.2183 0.0566 6.5825 15.5329 0.0403 0.4774 1.7813 0.3803 0.2493 0.1181 0.1277 3.8918 0.0087
253 2015 0 -3.6736 0.0269 1.2264 14.5815 0.0025 0.9275 0.587 -0.4101 -0.1114 0 0.0822 3.8712 0.0147
253 2016 0 -0.1484 1.231 0.8527 14.5914 0.0022 1.0678 0.4397 -0.5444 -0.1361 0 0.079 3.8918 -0.036
254 2013 1 1.2374 16.2883 2.971 12.9377 0.0407 0.0673 7.3827 0.3363 0.2948 0 0.4557 3.7842 0.0068
254 2014 1 0.1368 0.1953 2.7443 13.1765 1e-04 0.2201 2.0578 0.341 0.2816 0 0.3593 3.8067 0.0252
254 2015 1 0.4215 -0.4577 2.7248 13.4741 1e-04 0.4993 1.1579 0.2353 0.113 0 0.2728 3.8286 0.0188
254 2016 1 1.2974 -0.9483 4.488 13.6641 1e-04 0.6708 0.9676 22.8487 0.0041 0 0.2283 3.8501 0.0247
255 2013 1 0.1075 0.3769 1.4321 18.7182 0.0242 0.7883 0.9799 0.6151 0.042 0.0623 0.0309 3.091 0.3493
255 2014 1 0.0448 0.2676 1.2612 18.7752 0.0199 0.7774 1.0592 0.6533 0.0423 0.0533 0.027 3.1355 0.1302
255 2015 1 0.0859 0.0628 1.3647 18.919 0.0148 0.7861 1.062 0.6876 0.0414 0.0362 0.0242 3.1781 0.1693
255 2016 1 0.0561 0.2053 2.5166 18.8935 0.0209 0.7703 0.9365 0.3867 0.0392 0 0.008 3.2189 0.0154
256 2013 1 0.0538 1.1589 0.9717 13.6232 0.0352 0.0838 8.2807 0.1448 0.1286 0.1125 0.0023 2.0794 0.0639
256 2014 1 0.5568 -0.6463 1.0764 13.5261 0.0191 0.1163 4.8621 0.0195 0.0616 0 0.0051 2.1972 0.0757
256 2015 1 1.0329 0.0717 1.4046 13.6544 0.0381 0.2261 2.8878 0.0147 0.0083 0.0496 0.0022 2.3026 1.1488
256 2016 0 1.0102 0.3494 1.6369 14.2397 0.0808 0.5751 1.3612 2135.2313 8e-04 0 0.0302 2.3979 0.8121
257 2011 1 0.2689 0.1115 2.6644 16.5968 0.0829 0.2201 1.9735 0.4763 0.3608 0.0933 0.4303 2.9957 0.0656
257 2012 1 0.5835 1.2798 2.0671 17.2319 0.1573 0.3408 1.4216 0.6713 0.4403 0.0656 0.3655 3.0445 0.1168
257 2013 1 0.3741 0.2752 2.774 17.5859 0.0532 0.3935 1.0635 0.5821 0.3128 0.0441 0.3693 3.091 0.0488
257 2014 1 0.6824 -0.1106 1.6471 17.8647 0.016 0.489 0.9882 0.3371 0.1487 0.0132 0.4032 3.1355 0.0342
257 2015 1 0.3024 -0.239 1.1658 18.0102 0.014 0.5146 0.7955 0.2029 0.0832 0.1333 0.3998 3.1781 0.0185
257 2016 1 0.0659 0.7431 1.793 18.1591 0.0115 0.4613 0.8186 3.2389 0.1312 0.0953 0.3617 3.2189 0.0782
258 2009 1 0.7428 0.3814 0.8892 12.2623 0.2654 0.4839 1.9013 0.2947 0.1 0 0.0613 3.912 0.0447
258 2010 1 0.1374 0.1689 1.0924 12.4541 0.2164 0.5129 1.8208 0.3832 0.1003 0.2 0.0445 3.9318 0.8423
258 2011 1 0.5333 0.1684 1.033 12.5765 0.2428 0.3805 2.3257 0.2905 0.0803 0.2 0.0366 3.9512 0.6535
258 2012 1 0.7176 0.5711 1.5647 13.3241 0.0576 0.62 1.0064 0.3523 0.1163 0.1933 0.1549 3.9703 0.6221
258 2013 1 0.9986 0.6901 1.9112 13.5227 0.0435 0.1813 4.0366 0.7479 0.5533 0.0774 0.0985 3.989 0.9086
258 2014 1 0.915 -0.2341 1.1057 13.614 0.0402 0.2532 2.9432 0.7477 0.1082 0.199 0.0953 4.0073 0.4269
258 2015 1 0.1919 -0.2777 0.7491 13.7865 0.0382 0.3901 1.3157 0.5038 0.0694 0.1881 0.3453 4.0254 0.4608
258 2016 1 0.9559 -0.0381 1.7043 13.7494 0.0165 0.4082 1.3527 1.8582 0.0348 0 0.3471 4.0431 0.1317
259 2009 1 0.1355 0.0858 1.0307 13.1385 0.0309 0.639 1.4355 0.6034 0.0803 0.0091 0.0403 3.6889 0.0267
259 2010 1 0.2297 0.2372 0.9693 13.2972 0.0258 0.6664 1.3714 0.6338 0.0493 0.1729 0.0366 3.7136 0.0077
259 2011 1 0.1309 0.1814 0.9571 13.7295 0.029 0.7609 1.2117 0.6684 0.0386 0.1505 0.0453 3.7377 0.0467
259 2012 1 0.3415 0.8226 0.9377 14.079 0.0278 0.8008 1.192 0.7194 0.0445 0.1045 0.0345 3.7612 0.4024
